record_id,series,sequence,title,youtube_id,transcript_rel,subtitle_rel,media_rel,media_match,media_candidates,transcript_words,last_timestamp,duration_seconds,transcript_sha256,subtitle_sha256,video_family_size,canonical_video_record
school-of-hard-knocks/entrepreneurship/013-hJYkUMV8I_s,school-of-hard-knocks/entrepreneurship,13,Asking Millionaires How They Got RICH! (Philadelphia),hJYkUMV8I_s,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/013 - Asking Millionaires How They Got RICH! (Philadelphia) [hJYkUMV8I_s].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/013 - Asking Millionaires How They Got RICH! (Philadelphia) [hJYkUMV8I_s].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/014 - Asking Millionaires How They Got RICH! (Philadelphia) [hJYkUMV8I_s].webm,exact-source-path,1,5309,"00:20:56,639",1256.639,563766f27bd70a517e634c10e7e58d664f55b07823615b21bdbcbac821fabb92,21f8bdfd42d3ccb7b6430784b2c4d48d82c9413cbe107745585dc7d9223d648b,2,yes
school-of-hard-knocks/entrepreneurship/014-ZdUmqGB-XpA,school-of-hard-knocks/entrepreneurship,14,I Asked Dana White How He Made $500 Million!,ZdUmqGB-XpA,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/014 - I Asked Dana White How He Made $500 Million! [ZdUmqGB-XpA].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/014 - I Asked Dana White How He Made $500 Million! [ZdUmqGB-XpA].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/015 - I Asked Dana White How He Made $500 Million! [ZdUmqGB-XpA].webm,exact-source-path,1,5935,"00:23:35,179",1415.179,9f0072eb214be9e9d7e74941497cd1b21817d111e881b4f06a6a9783562d6615,266d8a0583ca4f80b371f822f371d5b8113467f5da92d49e14398e44c62bcc11,2,yes
school-of-hard-knocks/entrepreneurship/016-AATw4YRFSw8,school-of-hard-knocks/entrepreneurship,16,Asking Wall Street Moguls How They Got Rich!,AATw4YRFSw8,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/016 - Asking Wall Street Moguls How They Got Rich! [AATw4YRFSw8].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/016 - Asking Wall Street Moguls How They Got Rich! [AATw4YRFSw8].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/017 - Asking Wall Street Moguls How They Got Rich! [AATw4YRFSw8].webm,exact-source-path,1,5269,"00:20:42,620",1242.62,c51ab599ceb193b8d87587760a7645591c7fe347a53576a778ed3d0ee748a4f9,6bcfef51c28f46e05447fcd59c59e3d2508eb5693727630e9b06f54a8f7c889b,2,yes
school-of-hard-knocks/entrepreneurship/019-aGrMOowjMag,school-of-hard-knocks/entrepreneurship,19,I Interviewed 30 Billionaires... Here’s What I Learned,aGrMOowjMag,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/019 - I Interviewed 30 Billionaires... Here’s What I Learned [aGrMOowjMag].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/019 - I Interviewed 30 Billionaires... Here’s What I Learned [aGrMOowjMag].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/020 - I Interviewed 30 Billionaires... Here’s What I Learned [aGrMOowjMag].webm,exact-source-path,1,6109,"00:24:41,400",1481.4,7dcc1c035ef0889d731c019de546d8ad1b8a858ab369eec491119482ef31a608,557060e52a66f065572fe422d2a384e175d7abca806afc3e6a4dfdcc2fb0f267,2,yes
school-of-hard-knocks/entrepreneurship/020-t8FXPpfkxQY,school-of-hard-knocks/entrepreneurship,20,A 60 Year Old Millionaire Shares What Actually Made Him RICH!,t8FXPpfkxQY,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/020 - A 60 Year Old Millionaire Shares What Actually Made Him RICH! [t8FXPpfkxQY].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/020 - A 60 Year Old Millionaire Shares What Actually Made Him RICH! [t8FXPpfkxQY].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/021 - A 60 Year Old Millionaire Shares What Actually Made Him RICH! [t8FXPpfkxQY].webm,exact-source-path,1,4889,"00:18:58,760",1138.76,d6d9488e1c05654ea24f10cb1fbf1d685ed7d46987590ffbdad4f3ffb9af80f1,f6e1e9257582c98d5aca7b9f0b0cffbec2ad28d441764ca78969c1c6dd5ff5b3,2,yes
school-of-hard-knocks/entrepreneurship/021-2Q2JgVDvHV0,school-of-hard-knocks/entrepreneurship,21,Asking Billionaire Women How They Got RICH!,2Q2JgVDvHV0,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/021 - Asking Billionaire Women How They Got RICH! [2Q2JgVDvHV0].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/021 - Asking Billionaire Women How They Got RICH! [2Q2JgVDvHV0].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/022 - Asking Billionaire Women How They Got RICH! [2Q2JgVDvHV0].webm,exact-source-path,1,5655,"00:23:03,040",1383.04,ca0fa2a250e1a266b6b8d57779dd4d63c17442f5e3d39ecbb8d5dedfd6798d78,a45707aeb2c1e0953d1acc08385a5ab9ef521ae3e0d77b32e764fcec8e228ab7,2,yes
school-of-hard-knocks/entrepreneurship/022-nOL-StM6QnU,school-of-hard-knocks/entrepreneurship,22,Asking Millionaires How They Got RICH! (Chicago),nOL-StM6QnU,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/022 - Asking Millionaires How They Got RICH! (Chicago) [nOL-StM6QnU].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/022 - Asking Millionaires How They Got RICH! (Chicago) [nOL-StM6QnU].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/023 - Asking Millionaires How They Got RICH! (Chicago) [nOL-StM6QnU].webm,exact-source-path,1,4690,"00:17:40,260",1060.26,e689ed1986548008bb21d4b36f7d6194e3c9fcfaa6349f8544eac5802eeb4a9b,fb885e494e8135ee29333d7a78d0f31032abb3d8f3eb067caf7a6aac929dacfd,2,yes
school-of-hard-knocks/entrepreneurship/023-zN087p7dHN0,school-of-hard-knocks/entrepreneurship,23,Asking Billionaires How They Got RICH! (Florida),zN087p7dHN0,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/023 - Asking Billionaires How They Got RICH! (Florida) [zN087p7dHN0].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/023 - Asking Billionaires How They Got RICH! (Florida) [zN087p7dHN0].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/024 - Asking Billionaires How They Got RICH! (Florida) [zN087p7dHN0].webm,exact-source-path,1,5342,"00:20:00,480",1200.48,5597a0635b7732ce4fc5aefc7464c2fc9015285ab9d02933e3e0bba7325797ac,727786d313442e30f2c2f47a581dda8b742eb72a435ec4e831716e94d4c33f2e,2,yes
school-of-hard-knocks/entrepreneurship/024-7i0D5OMZzw0,school-of-hard-knocks/entrepreneurship,24,I Investigated the $1 Trillion Industry Nobody Talks About,7i0D5OMZzw0,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/024 - I Investigated the $1 Trillion Industry Nobody Talks About [7i0D5OMZzw0].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/024 - I Investigated the $1 Trillion Industry Nobody Talks About [7i0D5OMZzw0].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/025 - I Investigated the $1 Trillion Industry Nobody Talks About [7i0D5OMZzw0].webm,exact-source-path,1,4718,"00:19:17,460",1157.46,f09bc5817312642f6496f39cdacf4dc5167535152f848b58d13554c40158708a,3957f5f4250ff109a802eefc545a709f25df16a6bf235e36a98abdd638916d8e,2,yes
school-of-hard-knocks/entrepreneurship/025-vMcZyzTNoIc,school-of-hard-knocks/entrepreneurship,25,I Asked Tom Cruise How He Made $600 Million,vMcZyzTNoIc,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/025 - I Asked Tom Cruise How He Made $600 Million [vMcZyzTNoIc].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/025 - I Asked Tom Cruise How He Made $600 Million [vMcZyzTNoIc].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/026 - I Asked Tom Cruise How He Made $600 Million [vMcZyzTNoIc].webm,exact-source-path,1,4960,"00:19:59,480",1199.48,00d8bb89356ef34b961ff5cbab810e1dc4db833d7d5ee65e8d2d39b4cf5e295e,4c5bf044cd1eb78d3afc1ac1e9d042b152ff38bb01b97292458d38e936850325,2,yes
school-of-hard-knocks/entrepreneurship/026-lXitjVjEhEs,school-of-hard-knocks/entrepreneurship,26,Asking Billionaires How They Got RICH! (Boston),lXitjVjEhEs,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/026 - Asking Billionaires How They Got RICH! (Boston) [lXitjVjEhEs].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/026 - Asking Billionaires How They Got RICH! (Boston) [lXitjVjEhEs].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/027 - Asking Billionaires How They Got RICH! (Boston) [lXitjVjEhEs].webm,exact-source-path,1,5123,"00:21:18,060",1278.06,e6a7317db643d5cb7700501f9f50dd7fdf7b04f0ed2f8fa1b6c7749bc155ba39,1e120fa30b38115347e46e877407e5a33b6597fdf0697b1246cdff3be570516f,2,yes
school-of-hard-knocks/entrepreneurship/027-cTs9SgRk4SI,school-of-hard-knocks/entrepreneurship,27,I Was the 199th Pick... Now I'm Worth $300M (Tom Brady),cTs9SgRk4SI,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/027 - I Was the 199th Pick... Now I'm Worth $300M (Tom Brady) [cTs9SgRk4SI].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/027 - I Was the 199th Pick... Now I'm Worth $300M (Tom Brady) [cTs9SgRk4SI].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/028 - I Was the 199th Pick... Now I'm Worth $300M (Tom Brady) [cTs9SgRk4SI].webm,exact-source-path,1,2750,"00:10:48,459",648.459,b6a319945f47c19ad309e1632aad30d69f1c2af7991f1401d4063f15c004e980,5014550565aaa5cb8ae76b2871fab745cd05a62a7fe7ab85d09892f668cc8de3,2,yes
school-of-hard-knocks/entrepreneurship/028-n5EmUiLNVjg,school-of-hard-knocks/entrepreneurship,28,"How I Turned $50,000 Into $20 Billion",n5EmUiLNVjg,"markdown/lazyearn/school-of-hard-knocks/entrepreneurship/028 - How I Turned $50,000 Into $20 Billion [n5EmUiLNVjg].md","subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/028 - How I Turned $50,000 Into $20 Billion [n5EmUiLNVjg].srt","lazyearn/school-of-hard-knocks/hard-knocks-interviews/029 - How I Turned $50,000 Into $20 Billion [n5EmUiLNVjg].webm",exact-source-path,1,4268,"00:16:30,336",990.336,eca56b0f66435a3120fdcf1dd36b4bb75cc9f34932dcb98c3b328c02bd96725e,b6b66531f60afd5051729cd8e0adc3c90b3a25abfba4e76d2bc5487f5533f684,2,yes
school-of-hard-knocks/entrepreneurship/029-iRgdOE8Fags,school-of-hard-knocks/entrepreneurship,29,I Asked Adin Ross How He Made $100 Million,iRgdOE8Fags,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/029 - I Asked Adin Ross How He Made $100 Million [iRgdOE8Fags].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/029 - I Asked Adin Ross How He Made $100 Million [iRgdOE8Fags].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/030 - I Asked Adin Ross How He Made $100 Million [iRgdOE8Fags].webm,exact-source-path,1,5667,"00:20:16,160",1216.16,3ae94b024335f1d9b78fda122a0963ba506a8b15809ec266e916f2c4f67ffb77,26d884f175777b738932ddedc1dbd7655d27cc99060e2f66d10a88de615aa9fa,2,yes
school-of-hard-knocks/entrepreneurship/030-gBBlX7v0910,school-of-hard-knocks/entrepreneurship,30,Asking the RICHEST People in the World How They Got RICH!,gBBlX7v0910,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/030 - Asking the RICHEST People in the World How They Got RICH! [gBBlX7v0910].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/030 - Asking the RICHEST People in the World How They Got RICH! [gBBlX7v0910].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/031 - Asking the RICHEST People in the World How They Got RICH! [gBBlX7v0910].webm,exact-source-path,1,8266,"00:31:01,560",1861.56,50b9e7ceeab56a4e3e23034cd06d49fe015b8e8d44927ab24c1f859d4f5c6e86,0c4d2e43bb7dd2600bf584452a2132b7bc025dc88b29d7f6623879154b2268cb,2,yes
school-of-hard-knocks/entrepreneurship/031-TllMBc9YvKk,school-of-hard-knocks/entrepreneurship,31,Asking Wealthy Americans How They Got Rich!,TllMBc9YvKk,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/031 - Asking Wealthy Americans How They Got Rich! [TllMBc9YvKk].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/031 - Asking Wealthy Americans How They Got Rich! [TllMBc9YvKk].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/032 - Asking Wealthy Americans How They Got Rich! [TllMBc9YvKk].webm,exact-source-path,1,6644,"00:24:53,380",1493.38,d6728905ab77aa5fb4062128bd0297b4ac5b9c247cd64d4b276dc8542d5b2a6e,44abcca0a6daac773c9617178509ca055db46d8ffbdfba1cbce25b7847b22499,2,yes
school-of-hard-knocks/entrepreneurship/032-9QTBl0R_cs8,school-of-hard-knocks/entrepreneurship,32,I Asked Robert Herjavec How He Made $500 Million,9QTBl0R_cs8,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/032 - I Asked Robert Herjavec How He Made $500 Million [9QTBl0R_cs8].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/032 - I Asked Robert Herjavec How He Made $500 Million [9QTBl0R_cs8].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/033 - I Asked Robert Herjavec How He Made $500 Million [9QTBl0R_cs8].webm,exact-source-path,1,5531,"00:21:13,340",1273.34,e52c92074f22c1026fc8e05fccc8b15351316ef4330e9cac168dc879eeb75921,8b27b1088c55d727b37d86a6449fb7315386ead6ad3e8a54a5e7eec7055a823f,2,yes
school-of-hard-knocks/entrepreneurship/033-EF6-Ed2H2cE,school-of-hard-knocks/entrepreneurship,33,"Asking A Billionaire Lawyer How To Make $1,000,000!",EF6-Ed2H2cE,"markdown/lazyearn/school-of-hard-knocks/entrepreneurship/033 - Asking A Billionaire Lawyer How To Make $1,000,000! [EF6-Ed2H2cE].md","subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/033 - Asking A Billionaire Lawyer How To Make $1,000,000! [EF6-Ed2H2cE].srt","lazyearn/school-of-hard-knocks/hard-knocks-interviews/034 - Asking A Billionaire Lawyer How To Make $1,000,000! [EF6-Ed2H2cE].webm",exact-source-path,1,4645,"00:19:13,680",1153.68,40168cc168fb8f88585a7fdd71c70cc75d03cbfdb111cb813c1ca20250dc3cd1,4216a026c40daa37694e3bc3d6d5f0fd370992c615e6dee696cb068bda20653c,3,no
school-of-hard-knocks/entrepreneurship/034-7Yx6-8nMbkc,school-of-hard-knocks/entrepreneurship,34,Asking Millionaire Homeowners How They Got Rich,7Yx6-8nMbkc,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/034 - Asking Millionaire Homeowners How They Got Rich [7Yx6-8nMbkc].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/034 - Asking Millionaire Homeowners How They Got Rich [7Yx6-8nMbkc].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/035 - Asking Millionaire Homeowners How They Got Rich [7Yx6-8nMbkc].webm,exact-source-path,1,7627,"00:29:36,540",1776.54,b97d9d8241340ebb6bcf198e8a04df7d715b3e59509c8d91e1ebdfbc3e2c00c9,caf8a1199a303d0c3f4fca981df16fffe80d90093eeeaa7cc520310171af2deb,2,yes
school-of-hard-knocks/entrepreneurship/035-9iWLPlPFdBY,school-of-hard-knocks/entrepreneurship,35,I Asked Will Smith How He Made $350 Million,9iWLPlPFdBY,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/035 - I Asked Will Smith How He Made $350 Million [9iWLPlPFdBY].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/035 - I Asked Will Smith How He Made $350 Million [9iWLPlPFdBY].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/036 - I Asked Will Smith How He Made $350 Million [9iWLPlPFdBY].webm,exact-source-path,1,3608,"00:17:02,020",1022.02,9ec435202ec645d7c2ef19859d4ef93a95b8cc2d5a8dd27bf828ea7e226d89e1,2cab264e6048671a6b95a5e9f9975d863c4522930c01dc040339ed2a7a7e757c,2,yes
school-of-hard-knocks/entrepreneurship/036-eEg5ZjFxMmU,school-of-hard-knocks/entrepreneurship,36,Asking Politicians How They Actually Got Rich!,eEg5ZjFxMmU,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/036 - Asking Politicians How They Actually Got Rich! [eEg5ZjFxMmU].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/036 - Asking Politicians How They Actually Got Rich! [eEg5ZjFxMmU].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/037 - Asking Politicians How They Actually Got Rich! [eEg5ZjFxMmU].webm,exact-source-path,1,6147,"00:23:16,796",1396.796,1faf19e1c59bca4b2bccd7cd4d2df6b71404a7b5152831aaed7ce36ba5351643,ba41bdc9e0dd4696364cc7ecfb7b05d314e1ee146947646fb2881278ed89e152,2,yes
school-of-hard-knocks/entrepreneurship/037-uUwf3HM_bBg,school-of-hard-knocks/entrepreneurship,37,Asking Beverly Hills Billionaires How They Got So RICH!,uUwf3HM_bBg,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/037 - Asking Beverly Hills Billionaires How They Got So RICH! [uUwf3HM_bBg].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/037 - Asking Beverly Hills Billionaires How They Got So RICH! [uUwf3HM_bBg].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/038 - Asking Beverly Hills Billionaires How They Got So RICH! [uUwf3HM_bBg].webm,exact-source-path,1,6095,"00:22:50,140",1370.14,6f2df350b23bf05e742c6f5dada729b61c6a1754c3a1fc7cbf6e649cb9b4cb03,06acfa5eae7690ca4ccd63041d80e3454fd9b8521a13b7d1df2e5a78f6e25e3b,2,yes
school-of-hard-knocks/entrepreneurship/038-4fOaAGCuuJU,school-of-hard-knocks/entrepreneurship,38,I Had $78... Now I’m Worth $100 Million,4fOaAGCuuJU,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/038 - I Had $78... Now I’m Worth $100 Million [4fOaAGCuuJU].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/038 - I Had $78... Now I’m Worth $100 Million [4fOaAGCuuJU].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/039 - I Had $78... Now I’m Worth $100 Million [4fOaAGCuuJU].webm,exact-source-path,1,6000,"00:22:38,240",1358.24,28cef0647e7c6f53d47e9844826a16e4b4eb6049ab1f48dea886dd33abcb14f2,ecbb187f0ed4a2b43510344ba29d709707cae53fcd555b6aa4bcf84609a77353,2,yes
school-of-hard-knocks/entrepreneurship/039-q8u9vs2xjg4,school-of-hard-knocks/entrepreneurship,39,Meet the Billionaire Who Created LinkedIn (Then Sold It for $26B),q8u9vs2xjg4,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/039 - Meet the Billionaire Who Created LinkedIn (Then Sold It for $26B) [q8u9vs2xjg4].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/039 - Meet the Billionaire Who Created LinkedIn (Then Sold It for $26B) [q8u9vs2xjg4].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/040 - Meet the Billionaire Who Created LinkedIn (Then Sold It for $26B) [q8u9vs2xjg4].webm,exact-source-path,1,4243,"00:16:11,300",971.3,82c248aded55fbb23a740478c278de022c7e8cc48754c5a1e627f6eb489ffe60,f598a72354c367598bc654578ad0201286e7dc206dc38491b6cf868a24a0372a,2,yes
school-of-hard-knocks/entrepreneurship/040-gotxAQD0YkE,school-of-hard-knocks/entrepreneurship,40,Asking Palm Beach Billionaires How They Got So RICH!,gotxAQD0YkE,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/040 - Asking Palm Beach Billionaires How They Got So RICH! [gotxAQD0YkE].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/040 - Asking Palm Beach Billionaires How They Got So RICH! [gotxAQD0YkE].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/041 - Asking Palm Beach Billionaires How They Got So RICH! [gotxAQD0YkE].webm,exact-source-path,1,6304,"00:22:52,180",1372.18,05e438fd6f412a318398a2e3ed68da61f9934e25b104085868c0cc2a1808401f,b55556803aafdef0ca2ad5862c45f7944406cf62b2ecc803c94fadcb0c417a2a,2,yes
school-of-hard-knocks/entrepreneurship/041-9YldQVM4u-I,school-of-hard-knocks/entrepreneurship,41,How I Turned –$20 Million Into $3.3 Billion,9YldQVM4u-I,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/041 - How I Turned –$20 Million Into $3.3 Billion [9YldQVM4u-I].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/041 - How I Turned –$20 Million Into $3.3 Billion [9YldQVM4u-I].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/042 - How I Turned –$20 Million Into $3.3 Billion [9YldQVM4u-I].webm,exact-source-path,1,5085,"00:21:34,620",1294.62,ffe9aa5937d201488f4640fdc34bccc600b38c4194b7b61ba61e6a859ff875fa,d1f29084cb166a7af70da7c6c879b00845187d236ecad23107d07eaa64ae575d,3,no
school-of-hard-knocks/entrepreneurship/042-uMXIsDecZ3s,school-of-hard-knocks/entrepreneurship,42,Asking Texan Billionaires How They Got Rich!,uMXIsDecZ3s,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/042 - Asking Texan Billionaires How They Got Rich! [uMXIsDecZ3s].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/042 - Asking Texan Billionaires How They Got Rich! [uMXIsDecZ3s].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/043 - Asking Texan Billionaires How They Got Rich! [uMXIsDecZ3s].webm,exact-source-path,1,5497,"00:20:36,940",1236.94,ff446ae243a7a04babd0c1fb4ca02be71bc15656e1f2cd0e69a378aaf03a3a8c,ae68c61cf3bd56e2cabe113bc2dcce7b6f3062a8fb3f4627a6e7be3aa18700b7,2,yes
school-of-hard-knocks/entrepreneurship/043-DwrRvp_qsRk,school-of-hard-knocks/entrepreneurship,43,He Made $500 Million Playing Real Life Monopoly,DwrRvp_qsRk,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/043 - He Made $500 Million Playing Real Life Monopoly [DwrRvp_qsRk].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/043 - He Made $500 Million Playing Real Life Monopoly [DwrRvp_qsRk].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/044 - He Made $500 Million Playing Real Life Monopoly [DwrRvp_qsRk].webm,exact-source-path,1,3382,"00:13:12,940",792.94,37998725378894e0def01c09224a2530d9eb7ad1ffa72fac85192a4c2da95ade,2562ae90d87ebbd2f4737268e7da5066eda0840f58ab048522aeef911280258d,2,yes
school-of-hard-knocks/entrepreneurship/044-8wU_31Wamcw,school-of-hard-knocks/entrepreneurship,44,I Asked Miami’s Millionaire Elite How They Got Rich,8wU_31Wamcw,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/044 - I Asked Miami’s Millionaire Elite How They Got Rich [8wU_31Wamcw].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/044 - I Asked Miami’s Millionaire Elite How They Got Rich [8wU_31Wamcw].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/045 - I Asked Miami’s Millionaire Elite How They Got Rich [8wU_31Wamcw].webm,exact-source-path,1,4006,"00:15:23,180",923.18,c93755b6020a1ed3b272b400eba797bdacc837d569d04f48bf1cdc9789365b54,ed4e9b52912d0ff9d65e4ca557e894c6d29c51750b5baa18ab9c976cc5858a41,2,yes
school-of-hard-knocks/entrepreneurship/045-GCXhTFKVHkg,school-of-hard-knocks/entrepreneurship,45,I Was Broke.. Found God.. Now I Make $15M∕Year,GCXhTFKVHkg,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/045 - I Was Broke.. Found God.. Now I Make $15M∕Year [GCXhTFKVHkg].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/045 - I Was Broke.. Found God.. Now I Make $15M∕Year [GCXhTFKVHkg].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/046 - I Was Broke.. Found God.. Now I Make $15M⧸Year [GCXhTFKVHkg].webm,exact-source-path,1,4983,"00:18:39,220",1119.22,d6db265b2229fe1dcfe2a71ccef3ceaa0b571e912c37aa9e38a073c3eca2d1ac,30a97200028afb8df61e55bc06198d27edadaadf7870b74b03fb397f3b9a78e6,2,yes
school-of-hard-knocks/entrepreneurship/046-bfIJxp9ckKU,school-of-hard-knocks/entrepreneurship,46,Asking Wall Street Millionaires How To Make $1 Million,bfIJxp9ckKU,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/046 - Asking Wall Street Millionaires How To Make $1 Million [bfIJxp9ckKU].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/046 - Asking Wall Street Millionaires How To Make $1 Million [bfIJxp9ckKU].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/047 - Asking Wall Street Millionaires How To Make $1 Million [bfIJxp9ckKU].webm,exact-source-path,1,4347,"00:17:03,980",1023.98,70d04d5c686bcd18eabd57c517e62edd3f199d1b1289f502ad8ba9c154c0c5da,9f42e11e62deae08b34a80f40f9ce2b64b29459dcb812b93d0556fe5edabb622,2,yes
school-of-hard-knocks/entrepreneurship/047-nswPe9PAgjo,school-of-hard-knocks/entrepreneurship,47,"She Turned $1,000 Into a $66M Empire at 76 Years Old!",nswPe9PAgjo,"markdown/lazyearn/school-of-hard-knocks/entrepreneurship/047 - She Turned $1,000 Into a $66M Empire at 76 Years Old! [nswPe9PAgjo].md","subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/047 - She Turned $1,000 Into a $66M Empire at 76 Years Old! [nswPe9PAgjo].srt","lazyearn/school-of-hard-knocks/hard-knocks-interviews/048 - She Turned $1,000 Into a $66M Empire at 76 Years Old! [nswPe9PAgjo].webm",exact-source-path,1,4710,"00:17:33,292",1053.292,4bfa66029cd0b185ec92fe445c350bd53cf535727f4782f9a1c1a295d1924152,9a9acb76fa2479fd3d8698708d4713bb43b618da2bbc2cfbfaa5148ed440f34a,2,yes
school-of-hard-knocks/entrepreneurship/048-_sAyC_CLqzg,school-of-hard-knocks/entrepreneurship,48,Asking Bugatti Owners How They Got RICH!,_sAyC_CLqzg,markdown/lazyearn/school-of-hard-knocks/entrepreneurship/048 - Asking Bugatti Owners How They Got RICH! [_sAyC_CLqzg].md,subtitles/lazyearn/school-of-hard-knocks/entrepreneurship/048 - Asking Bugatti Owners How They Got RICH! [_sAyC_CLqzg].srt,lazyearn/school-of-hard-knocks/hard-knocks-interviews/049 - Asking Bugatti Owners How They Got RICH! [_sAyC_CLqzg].webm,exact-source-path,1,4980,"00:20:15,379",1215.379,1fa18da130de43a3502828a14d2209fadd3f11395e161d9a911f6a7177929c72,ccbf46f70907f9944d002bb460eba2d3bc145fac888bd4b0a53d3ae859161afa,2,yes
